opportunity_id,account_id,product_id,agent_id,deal_stage,engage_date,close_date,close_value,expected_value,win_probability,deal_source,discount_pct
VIMY08JH,ACC035,PRD001,AGT034,Won,26-06-2017,06-07-2017,518,550,1,Partner,0.04
WPTNE0QN,ACC068,PRD001,AGT005,Won,26-06-2017,17-09-2017,533,550,1,Partner,0.1
DLGW8Y7B,ACC064,PRD004,AGT025,Won,26-06-2017,03-08-2017,3855,3393,1,Partner,0.14
YSOUU0T0,ACC055,PRD001,AGT024,Lost,26-06-2017,07-07-2017,2.32,0,0,Inbound,0.01
23NAJF9W,ACC056,PRD002,AGT033,Engaging,26-06-2017,,,3230.07,0.67,Referral,
HM4TKVET,ACC050,PRD001,AGT033,Won,26-06-2017,04-07-2017,617,550,1,Inbound,0.1
Q81Q0PJK,ACC076,PRD006,AGT001,Won,27-06-2017,06-07-2017,991,1096,1,Outbound,0
3BEPEWRS,ACC053,PRD002,AGT019,Lost,27-06-2017,24-08-2017,0.28,0,0,Outbound,0.17
Y5HR9J3G,ACC016,PRD001,AGT002,Won,27-06-2017,01-08-2017,513,550,1,Outbound,0.18
STYLQ47K,ACC026,PRD005,AGT013,Won,27-06-2017,07-07-2017,5121,5482,1,Outbound,0.16
W07JMUG9,ACC042,PRD004,AGT018,Lost,27-06-2017,01-07-2017,4.94,0,0,Inbound,0.13
L8CG1IQO,ACC012,PRD001,AGT010,Lost,27-06-2017,06-07-2017,5.43,0,0,Referral,0.1
6CFONO4W,ACC085,PRD002,AGT010,Won,27-06-2017,06-07-2017,4635,4821,1,Outbound,0.18
AMGC18DS,ACC084,PRD005,AGT020,Lost,27-06-2017,08-09-2017,8.37,0,0,Inbound,0.15
RKT3WVBC,ACC040,PRD001,AGT015,Won,27-06-2017,20-09-2017,470,550,1,Inbound,0.02
H5ZSM3IR,ACC039,PRD003,AGT008,Lost,27-06-2017,01-09-2017,2.18,0,0,Event,0.16
07WKR17A,ACC073,PRD005,AGT008,Won,27-06-2017,17-09-2017,6193,5482,1,Partner,0.17
7GM1XD9W,ACC022,PRD002,AGT030,Won,27-06-2017,16-09-2017,4277,4821,1,Event,0.09
QM6GJ78P,ACC006,PRD003,AGT032,Won,27-06-2017,07-07-2017,59,55,1,Event,0.22
L582YMSV,ACC077,PRD002,AGT031,Lost,27-06-2017,08-09-2017,1.08,0,0,Inbound,0.21
EQS3UNXX,ACC012,PRD001,AGT027,Lost,27-06-2017,06-07-2017,3.16,0,0,Outbound,0.04
DZR5L7XQ,ACC033,PRD002,AGT027,Lost,27-06-2017,05-07-2017,5.22,0,0,Referral,0.23
DQ0DSK7P,ACC029,PRD006,AGT007,Won,27-06-2017,02-07-2017,1176,1096,1,Outbound,0.11
CGEXH2QO,ACC023,PRD005,AGT005,Lost,27-06-2017,08-07-2017,5.93,0,0,Outbound,0.18
MIX6JTSN,ACC067,PRD001,AGT005,Won,27-06-2017,05-07-2017,541,550,1,Outbound,0.2
9KYX5G9K,ACC016,PRD005,AGT009,Won,27-06-2017,01-07-2017,4766,5482,1,Referral,0.13
FG29YOWT,ACC040,PRD004,AGT021,Lost,27-06-2017,06-09-2017,2.42,0,0,Referral,0.1
KWYKKVJC,ACC075,PRD002,AGT021,Won,27-06-2017,01-07-2017,4785,4821,1,Inbound,0.23
T7TDUK3T,ACC057,PRD004,AGT003,Won,27-06-2017,12-09-2017,3046,3393,1,Outbound,0.06
42YPT5L7,ACC059,PRD004,AGT003,Won,27-06-2017,04-07-2017,3548,3393,1,Referral,0.06
99I4V65G,ACC058,PRD004,AGT024,Lost,27-06-2017,06-07-2017,2.6,0,0,Referral,0.09
ACZQMAR4,ACC058,PRD004,AGT024,Won,27-06-2017,07-07-2017,3615,3393,1,Inbound,0.21
TP9IE6PV,ACC028,PRD001,AGT001,Won,28-06-2017,11-09-2017,631,550,1,Inbound,0.06
E5CD0W5M,ACC042,PRD001,AGT019,Lost,28-06-2017,01-07-2017,9.9,0,0,Outbound,0.22
HKH717ED,ACC036,PRD001,AGT002,Lost,28-06-2017,11-08-2017,5.81,0,0,Partner,0.06
DAW2JTP5,ACC028,PRD003,AGT002,Lost,28-06-2017,07-07-2017,3.94,0,0,Referral,0.24
HBMOSBAK,ACC048,PRD002,AGT018,Lost,28-06-2017,14-08-2017,0.98,0,0,Inbound,0.15
V0V6O05H,ACC012,PRD002,AGT010,Lost,28-06-2017,07-07-2017,4.61,0,0,Referral,0
3DY60YA7,ACC066,PRD002,AGT010,Lost,28-06-2017,06-07-2017,8.83,0,0,Referral,0.01
8H19L55Y,ACC068,PRD002,AGT010,Won,28-06-2017,07-07-2017,4162,4821,1,Partner,0.04
TPNU79C1,ACC072,PRD003,AGT010,Won,28-06-2017,29-09-2017,54,55,1,Referral,0.05
TFQR150O,ACC040,PRD002,AGT020,Won,28-06-2017,02-07-2017,5064,4821,1,Referral,0.19
9MM27P8C,ACC042,PRD004,AGT028,Lost,28-06-2017,07-07-2017,2.04,0,0,Outbound,0.06
MMWD47ZY,ACC045,PRD006,AGT008,Lost,28-06-2017,29-08-2017,1.93,0,0,Inbound,0.24
JFIBKWMQ,ACC045,PRD003,AGT008,Lost,28-06-2017,09-07-2017,6.28,0,0,Inbound,0.16
6FUPOO3I,ACC013,PRD004,AGT008,Won,28-06-2017,07-07-2017,3865,3393,1,Outbound,0.17
29VR6EL4,ACC044,PRD004,AGT026,Lost,28-06-2017,14-09-2017,1.46,0,0,Referral,0.05
L45N3D2E,ACC054,PRD002,AGT030,Lost,28-06-2017,04-07-2017,5.33,0,0,Outbound,0.22
K1OBT27J,ACC077,PRD001,AGT030,Won,28-06-2017,10-08-2017,553,550,1,Inbound,0.17
OZL7CDMQ,ACC023,PRD006,AGT006,Lost,28-06-2017,03-07-2017,9.33,0,0,Inbound,0.22
LZ6PSZ4T,ACC019,PRD004,AGT006,Lost,28-06-2017,05-07-2017,2.16,0,0,Outbound,0.24
5CFCTZ5K,ACC059,PRD001,AGT006,Won,28-06-2017,02-09-2017,501,550,1,Inbound,0.03
EG5M02ZV,ACC041,PRD001,AGT031,Won,28-06-2017,27-09-2017,539,550,1,Referral,0.02
5UKQ16DK,ACC064,PRD006,AGT031,Won,28-06-2017,04-07-2017,1028,1096,1,Inbound,0.2
C9M5B1N6,ACC050,PRD002,AGT031,Won,28-06-2017,13-09-2017,3951,4821,1,Referral,0.22
ZS4PKX65,ACC023,PRD001,AGT004,Won,28-06-2017,11-08-2017,560,550,1,Event,0.15
PYLS9RJH,ACC032,PRD005,AGT027,Lost,28-06-2017,05-07-2017,9.97,0,0,Inbound,0.09
X2ZONP2D,ACC003,PRD005,AGT005,Lost,28-06-2017,24-08-2017,1.51,0,0,Outbound,0.16
Y5CP83V4,ACC039,PRD001,AGT005,Won,28-06-2017,30-09-2017,530,550,1,Inbound,0.08
9Y2HDGST,ACC019,PRD001,AGT003,Won,28-06-2017,02-07-2017,462,550,1,Referral,0.12
7R0G2LC1,ACC006,PRD006,AGT024,Won,28-06-2017,07-09-2017,1211,1096,1,Outbound,0.05
8FX574BJ,ACC061,PRD002,AGT024,Won,28-06-2017,03-07-2017,4264,4821,1,Outbound,0.12
AU5Q1XCW,ACC022,PRD004,AGT024,Won,28-06-2017,09-09-2017,3104,3393,1,Partner,0.24
SZAMHBGA,ACC050,PRD004,AGT012,Engaging,28-06-2017,,,1967.94,0.58,Inbound,
CUMYWQYP,ACC027,PRD003,AGT012,Won,28-06-2017,30-09-2017,56,55,1,Inbound,0.24
29ZDUK49,ACC003,PRD006,AGT001,Won,29-06-2017,10-07-2017,1047,1096,1,Partner,0.2
VLVP8FPJ,ACC040,PRD004,AGT019,Lost,29-06-2017,08-07-2017,1.86,0,0,Referral,0.09
SNGS64S7,ACC067,PRD002,AGT010,Lost,29-06-2017,06-07-2017,7.58,0,0,Referral,0.23
CMCVD0N8,ACC076,PRD002,AGT010,Won,29-06-2017,08-07-2017,5321,4821,1,Partner,0.24
NNKWGFDH,ACC029,PRD003,AGT010,Won,29-06-2017,06-07-2017,57,55,1,Outbound,0.17
YC6QEUJN,ACC042,PRD006,AGT015,Won,29-06-2017,08-07-2017,950,1096,1,Referral,0.05
794XWMYE,ACC049,PRD003,AGT015,Won,29-06-2017,07-09-2017,61,55,1,Event,0.01
FHK0BBGK,ACC078,PRD003,AGT015,Won,29-06-2017,08-07-2017,62,55,1,Referral,0.04
461LIUS7,ACC039,PRD006,AGT008,Won,29-06-2017,07-07-2017,1105,1096,1,Inbound,0.24
Y9SCLUH8,ACC059,PRD006,AGT006,Won,29-06-2017,02-09-2017,835,1096,1,Inbound,0.12
J75Y9C75,ACC058,PRD006,AGT032,Won,29-06-2017,28-08-2017,1104,1096,1,Inbound,0.21
PUP6JDT9,ACC042,PRD004,AGT032,Won,29-06-2017,12-09-2017,3464,3393,1,Inbound,0.12
88AA2RK1,ACC065,PRD001,AGT031,Lost,29-06-2017,06-07-2017,9.61,0,0,Referral,0.01
4F222JU9,ACC062,PRD003,AGT004,Lost,29-06-2017,31-08-2017,3.67,0,0,Referral,0.06
CBYRECX6,ACC068,PRD004,AGT004,Lost,29-06-2017,06-07-2017,2.66,0,0,Outbound,0.11
QXT65QTI,ACC036,PRD001,AGT027,Lost,29-06-2017,10-07-2017,0.66,0,0,Inbound,0.04
8RTR1VMP,ACC012,PRD003,AGT027,Lost,29-06-2017,06-07-2017,5.31,0,0,Inbound,0.19
T7RA32XV,ACC064,PRD003,AGT027,Lost,29-06-2017,06-07-2017,6.36,0,0,Inbound,0.09
8IYVJKT4,ACC014,PRD002,AGT034,Lost,29-06-2017,10-07-2017,4.06,0,0,Outbound,0.2
G087QT6R,ACC060,PRD004,AGT005,Won,29-06-2017,06-07-2017,3676,3393,1,Inbound,0.02
JT1UUOXN,ACC045,PRD002,AGT009,Lost,29-06-2017,08-07-2017,8.78,0,0,Inbound,0.17
PUTILZZG,ACC073,PRD001,AGT009,Won,29-06-2017,09-08-2017,568,550,1,Outbound,0.07
QU7MSL36,ACC056,PRD002,AGT021,Won,29-06-2017,09-07-2017,4837,4821,1,Partner,0.2
FEGSJ8QI,ACC065,PRD002,AGT025,Won,29-06-2017,19-08-2017,4936,4821,1,Inbound,0.1
1SKIPYI7,ACC034,PRD003,AGT025,Won,29-06-2017,03-09-2017,55,55,1,Referral,0.17
66Q03Q2P,ACC045,PRD001,AGT003,Won,29-06-2017,10-07-2017,466,550,1,Referral,0.23
Z1NWKS9A,ACC024,PRD003,AGT024,Lost,29-06-2017,05-07-2017,8.75,0,0,Event,0
ZZCKQ2JV,ACC051,PRD002,AGT024,Won,29-06-2017,04-07-2017,4856,4821,1,Inbound,0.19
F3G00C56,ACC054,PRD004,AGT024,Won,29-06-2017,08-07-2017,3562,3393,1,Inbound,0.16
9824T94P,ACC049,PRD002,AGT012,Won,29-06-2017,09-07-2017,5159,4821,1,Partner,0.07
B8TD9HCN,ACC043,PRD004,AGT012,Won,29-06-2017,11-07-2017,3172,3393,1,Outbound,0.12
PEFTXK4Q,ACC043,PRD004,AGT016,Won,29-06-2017,10-09-2017,3350,3393,1,Referral,0.01
LUIEQRMQ,ACC032,PRD001,AGT033,Won,29-06-2017,10-07-2017,595,550,1,Referral,0.05
8QOUXQEV,ACC003,PRD001,AGT001,Won,30-06-2017,27-09-2017,560,550,1,Referral,0.11
6SC26SGG,ACC080,PRD006,AGT022,Won,30-06-2017,02-07-2017,1167,1096,1,Event,0.12
GITEQ8VZ,ACC037,PRD005,AGT019,Lost,30-06-2017,10-07-2017,1.9,0,0,Referral,0.15
2Y9R7T2W,ACC002,PRD004,AGT019,Won,30-06-2017,26-09-2017,3280,3393,1,Inbound,0.22
8U5GBXK1,ACC028,PRD004,AGT002,Won,30-06-2017,15-09-2017,3427,3393,1,Partner,0.08
THI3LNT0,ACC063,PRD001,AGT013,Lost,30-06-2017,12-07-2017,2.89,0,0,Inbound,0.18
KTLIR2ZX,ACC056,PRD006,AGT018,Lost,30-06-2017,08-07-2017,2.7,0,0,Inbound,0.22
G2EECJNG,ACC040,PRD006,AGT018,Won,30-06-2017,27-09-2017,940,1096,1,Partner,0.05
UZN5JBF3,ACC076,PRD001,AGT010,Won,30-06-2017,29-09-2017,565,550,1,Inbound,0.09
2CZVRGQ4,ACC013,PRD002,AGT010,Won,30-06-2017,06-07-2017,4749,4821,1,Inbound,0.24
K5D2IP27,ACC046,PRD003,AGT028,Won,30-06-2017,09-07-2017,51,55,1,Inbound,0.25
PTKOWYW6,ACC067,PRD003,AGT008,Lost,30-06-2017,28-08-2017,5.32,0,0,Partner,0.06
G3DIX74Y,ACC079,PRD002,AGT030,Lost,30-06-2017,08-07-2017,5.73,0,0,Referral,0.07
4F8MNVNP,ACC076,PRD001,AGT006,Lost,30-06-2017,07-07-2017,6.44,0,0,Inbound,0.1
7UL8T1BZ,ACC017,PRD003,AGT027,Lost,30-06-2017,01-07-2017,3.36,0,0,Partner,0.11
4HP16LRH,ACC045,PRD004,AGT007,Won,30-06-2017,09-07-2017,3699,3393,1,Partner,0.15
MNTHSHH6,ACC010,PRD005,AGT034,Won,30-06-2017,07-07-2017,5909,5482,1,Outbound,0.22
Q7C5MJ4W,ACC012,PRD001,AGT005,Lost,30-06-2017,01-11-2017,0.03,0,0,Outbound,0.08
ON9H54WD,ACC019,PRD002,AGT009,Lost,30-06-2017,01-07-2017,8.46,0,0,Inbound,0.21
8M3H9UME,ACC012,PRD005,AGT021,Lost,30-06-2017,07-07-2017,8.77,0,0,Event,0.02
5J1C46RJ,ACC048,PRD005,AGT021,Won,30-06-2017,19-09-2017,5927,5482,1,Referral,0.01
0BSYDRMT,ACC007,PRD003,AGT021,Won,30-06-2017,18-09-2017,60,55,1,Event,0.13
NKERC6IA,ACC082,PRD004,AGT021,Won,30-06-2017,11-07-2017,3351,3393,1,Outbound,0.01
H6AN87LE,ACC050,PRD003,AGT025,Won,30-06-2017,09-07-2017,64,55,1,Partner,0.1
1SSFC7XZ,ACC018,PRD004,AGT014,Lost,30-06-2017,02-07-2017,8.31,0,0,Partner,0.22
0XK80WX8,ACC015,PRD003,AGT003,Won,30-06-2017,11-07-2017,47,55,1,Referral,0.06
X4ARE2PT,ACC019,PRD003,AGT003,Won,30-06-2017,01-07-2017,53,55,1,Event,0.18
KCIFANLK,ACC079,PRD001,AGT024,Lost,30-06-2017,12-07-2017,1.39,0,0,Outbound,0.08
J7U29ZM5,ACC001,PRD001,AGT012,Lost,30-06-2017,23-09-2017,8.32,0,0,Inbound,0.01
JUHQ1POT,ACC068,PRD006,AGT022,Engaging,01-07-2017,,,745.28,0.68,Referral,
3KVXBQ5V,ACC001,PRD006,AGT022,Lost,01-07-2017,15-08-2017,4.33,0,0,Referral,0.21
7T9J42UX,ACC029,PRD005,AGT002,Won,01-07-2017,11-07-2017,4391,5482,1,Referral,0.1
2J649YC5,ACC067,PRD006,AGT010,Won,01-07-2017,11-07-2017,1308,1096,1,Outbound,0.2
9N66Q1VO,ACC057,PRD002,AGT010,Won,01-07-2017,23-09-2017,4888,4821,1,Outbound,0.05
ZWXKCHOO,ACC012,PRD001,AGT020,Won,01-07-2017,25-09-2017,535,550,1,Referral,0.18
I8OUZNDS,ACC014,PRD005,AGT028,Lost,01-07-2017,03-11-2017,3.49,0,0,Referral,0.13
CJZLM3WA,ACC002,PRD003,AGT015,Lost,01-07-2017,16-09-2017,3.99,0,0,Inbound,0.19
4QTD5X53,ACC039,PRD004,AGT008,Won,01-07-2017,06-07-2017,3252,3393,1,Outbound,0.12
LQXWWZGN,ACC036,PRD001,AGT006,Lost,01-07-2017,03-07-2017,4.81,0,0,Inbound,0.14
NT510FGZ,ACC072,PRD003,AGT006,Lost,01-07-2017,27-08-2017,3.83,0,0,Partner,0.12
2IQ0ZY9W,ACC062,PRD001,AGT006,Won,01-07-2017,11-07-2017,574,550,1,Event,0.13
N3TUSU37,ACC011,PRD006,AGT006,Won,01-07-2017,11-08-2017,1012,1096,1,Outbound,0.22
VSYO182N,ACC014,PRD002,AGT031,Engaging,01-07-2017,,,2892.6,0.6,Partner,
O6LVMQ5R,ACC014,PRD001,AGT031,Won,01-07-2017,07-07-2017,576,550,1,Partner,0.11
072ELFQF,ACC039,PRD004,AGT004,Lost,01-07-2017,03-07-2017,4.51,0,0,Partner,0.11
CDFKC6E0,ACC065,PRD003,AGT027,Lost,01-07-2017,03-07-2017,7.58,0,0,Inbound,0.13
Z005FB1N,ACC036,PRD004,AGT027,Lost,01-07-2017,08-07-2017,8.98,0,0,Event,0.13
LYAFXO9B,ACC041,PRD001,AGT027,Won,01-07-2017,12-07-2017,592,550,1,Outbound,0.24
SNY2UWJ2,ACC017,PRD002,AGT027,Won,01-07-2017,09-07-2017,4859,4821,1,Outbound,0.16
UFIAFP10,ACC033,PRD003,AGT027,Won,01-07-2017,02-07-2017,50,55,1,Inbound,0.07
MG7CZFIG,ACC044,PRD004,AGT027,Won,01-07-2017,30-09-2017,3225,3393,1,Outbound,0.13
H4U50AEW,ACC066,PRD005,AGT007,Won,01-07-2017,09-07-2017,5422,5482,1,Inbound,0.16
8PU9FIQS,ACC016,PRD004,AGT007,Won,01-07-2017,11-07-2017,3657,3393,1,Inbound,0.16
FBQN3UM3,ACC021,PRD006,AGT034,Lost,01-07-2017,07-07-2017,1.89,0,0,Outbound,0.15
MJ12SZ89,ACC032,PRD005,AGT034,Won,01-07-2017,10-07-2017,4974,5482,1,Partner,0.04
B6F9PSRN,ACC047,PRD002,AGT034,Won,01-07-2017,07-08-2017,4689,4821,1,Partner,0.01
RLDIPPFT,ACC072,PRD006,AGT009,Lost,01-07-2017,10-07-2017,4.83,0,0,Outbound,0.08
TKKSOBRC,ACC076,PRD003,AGT009,Won,01-07-2017,12-07-2017,50,55,1,Partner,0.11
FCWU08BA,ACC049,PRD002,AGT021,Lost,01-07-2017,03-07-2017,1.19,0,0,Partner,0.02
AX63HIS9,ACC042,PRD002,AGT021,Won,01-07-2017,23-08-2017,4611,4821,1,Partner,0.2
1F8MPXZQ,ACC066,PRD004,AGT003,Lost,01-07-2017,13-07-2017,1.21,0,0,Referral,0.23
YY3ACGA2,ACC042,PRD001,AGT024,Won,01-07-2017,11-07-2017,571,550,1,Referral,0.01
6MQA3YYW,ACC074,PRD003,AGT012,Lost,01-07-2017,03-07-2017,6.6,0,0,Outbound,0.12
IM5AGXLX,ACC002,PRD005,AGT016,Lost,01-07-2017,06-08-2017,1.55,0,0,Outbound,0.05
313EIVW4,ACC004,PRD006,AGT001,Lost,02-07-2017,10-07-2017,8.54,0,0,Referral,0.23
NNAYAA7T,ACC066,PRD004,AGT001,Lost,02-07-2017,13-07-2017,2.95,0,0,Outbound,0
019I751P,ACC067,PRD006,AGT001,Won,02-07-2017,09-07-2017,1180,1096,1,Inbound,0.1
5TRALM9T,ACC075,PRD005,AGT022,Lost,02-07-2017,17-09-2017,7.98,0,0,Partner,0.1
LWC0UJWD,ACC005,PRD001,AGT019,Lost,02-07-2017,03-07-2017,4.44,0,0,Partner,0.02
PI0FYKXU,ACC081,PRD005,AGT019,Won,02-07-2017,04-07-2017,5274,5482,1,Inbound,0.08
I7QSO0VZ,ACC060,PRD001,AGT002,Won,02-07-2017,04-07-2017,480,550,1,Event,0.12
5AU1SJA7,ACC052,PRD002,AGT013,Won,02-07-2017,08-07-2017,4830,4821,1,Referral,0.12
Z9S1ZX7W,ACC012,PRD006,AGT018,Engaging,02-07-2017,,,778.16,0.71,Partner,
S9N98QU9,ACC007,PRD005,AGT018,Lost,02-07-2017,03-07-2017,3.87,0,0,Partner,0.22
A9Q7ERA4,ACC023,PRD005,AGT010,Won,02-07-2017,04-07-2017,5333,5482,1,Event,0.01
RY8Z6RH2,ACC012,PRD004,AGT028,Lost,02-07-2017,11-07-2017,0.15,0,0,Partner,0.07
9J8O59QW,ACC066,PRD005,AGT008,Lost,02-07-2017,24-08-2017,9.21,0,0,Inbound,0.15
KWVYR0LQ,ACC011,PRD004,AGT008,Lost,02-07-2017,03-07-2017,0.42,0,0,Referral,0.09
0D95JSVW,ACC035,PRD005,AGT030,Won,02-07-2017,16-09-2017,6192,5482,1,Referral,0.21
74JAOLQU,ACC058,PRD001,AGT032,Lost,02-07-2017,16-08-2017,9.82,0,0,Inbound,0.03
CMLYDJFN,ACC054,PRD001,AGT032,Won,02-07-2017,11-08-2017,490,550,1,Partner,0.16
HIV4W2E0,ACC002,PRD006,AGT031,Engaging,02-07-2017,,,811.04,0.74,Inbound,
TFQEGZ1X,ACC059,PRD001,AGT004,Lost,02-07-2017,04-07-2017,5.8,0,0,Inbound,0.06
5COSD90U,ACC044,PRD001,AGT027,Lost,02-07-2017,09-07-2017,0.53,0,0,Referral,0.04
6TBAKLMX,ACC025,PRD006,AGT009,Won,02-07-2017,23-09-2017,1157,1096,1,Outbound,0.04
B50V1XGA,ACC021,PRD004,AGT024,Lost,02-07-2017,31-08-2017,3.77,0,0,Partner,0.15
SOW7H1RP,ACC047,PRD004,AGT024,Lost,02-07-2017,03-07-2017,3.1,0,0,Outbound,0.14
OHJGW03I,ACC080,PRD003,AGT012,Won,02-07-2017,13-07-2017,55,55,1,Inbound,0.04
R6KPUAH7,ACC070,PRD004,AGT033,Lost,02-07-2017,06-07-2017,3.27,0,0,Partner,0.25
AJQC76NI,ACC017,PRD002,AGT033,Won,02-07-2017,26-08-2017,4655,4821,1,Outbound,0.11
PH5GSB37,ACC048,PRD002,AGT022,Won,03-07-2017,26-08-2017,5833,4821,1,Inbound,0.02
9OLZU3WB,ACC012,PRD003,AGT002,Won,03-07-2017,23-09-2017,47,55,1,Referral,0.03
JDXET5H9,ACC076,PRD003,AGT002,Won,03-07-2017,31-08-2017,51,55,1,Outbound,0.15
8RE1600O,ACC038,PRD002,AGT010,Lost,03-07-2017,04-07-2017,3.84,0,0,Referral,0.24
NGMC9NSG,ACC030,PRD004,AGT010,Lost,03-07-2017,12-07-2017,5.38,0,0,Outbound,0.14
G6FKELQV,ACC037,PRD001,AGT020,Lost,03-07-2017,25-09-2017,1.46,0,0,Partner,0.24
IKNMU8HM,ACC056,PRD005,AGT020,Lost,03-07-2017,10-09-2017,7.88,0,0,Partner,0.11
AHIDE6VS,ACC042,PRD001,AGT020,Won,03-07-2017,12-07-2017,540,550,1,Referral,0.11
YZJLPVJG,ACC044,PRD005,AGT020,Won,03-07-2017,04-07-2017,4915,5482,1,Inbound,0.13
GOSCKNUX,ACC058,PRD005,AGT030,Lost,03-07-2017,04-07-2017,4.29,0,0,Partner,0.17
GC3IVG7S,ACC064,PRD005,AGT030,Lost,03-07-2017,05-07-2017,2.14,0,0,Referral,0.09
S81YI4QH,ACC070,PRD005,AGT030,Lost,03-07-2017,10-07-2017,1.32,0,0,Referral,0.22
M3MJY0CK,ACC047,PRD005,AGT030,Won,03-07-2017,27-09-2017,6693,5482,1,Outbound,0.01
H2HNTSIP,ACC036,PRD004,AGT006,Won,03-07-2017,05-07-2017,3101,3393,1,Partner,0.11
8APZZ20T,ACC079,PRD006,AGT032,Lost,03-07-2017,15-08-2017,0.61,0,0,Referral,0.13
RABLXW5E,ACC035,PRD003,AGT032,Won,03-07-2017,02-09-2017,56,55,1,Inbound,0.15
TJTOVN5K,ACC010,PRD006,AGT031,Won,03-07-2017,12-07-2017,935,1096,1,Partner,0.11
1IG94UUQ,ACC064,PRD006,AGT031,Won,03-07-2017,13-07-2017,1133,1096,1,Inbound,0.12
MN8UHP5B,ACC079,PRD002,AGT031,Won,03-07-2017,12-08-2017,4904,4821,1,Event,0.17
D7JDQB12,ACC004,PRD004,AGT004,Won,03-07-2017,23-09-2017,2857,3393,1,Referral,0.19
GWI45VGH,ACC019,PRD004,AGT004,Won,03-07-2017,02-09-2017,3118,3393,1,Referral,0.18
G3TZD0CB,ACC025,PRD006,AGT007,Won,03-07-2017,11-07-2017,1204,1096,1,Inbound,0.09
1PAPS9QO,ACC079,PRD004,AGT034,Lost,03-07-2017,09-07-2017,4.84,0,0,Inbound,0.25
WXCEZ7JY,ACC013,PRD001,AGT005,Won,03-07-2017,06-09-2017,376,550,1,Event,0.21
WR45SVGN,ACC072,PRD001,AGT003,Won,03-07-2017,02-11-2017,511,550,1,Inbound,0.07
WAFSPTW6,ACC047,PRD001,AGT024,Won,03-07-2017,14-07-2017,491,550,1,Partner,0.05
5FYPINRL,ACC020,PRD003,AGT012,Lost,03-07-2017,16-07-2017,8.76,0,0,Outbound,0.08
VLPSQ076,ACC002,PRD004,AGT016,Lost,03-07-2017,12-07-2017,0.39,0,0,Inbound,0.11
3AX6QBR3,ACC018,PRD004,AGT016,Won,03-07-2017,07-09-2017,3101,3393,1,Inbound,0.21
ZY3AVAK0,ACC079,PRD003,AGT033,Lost,03-07-2017,22-08-2017,0.76,0,0,Outbound,0.19
FVCL72VU,ACC009,PRD005,AGT001,Lost,04-07-2017,14-07-2017,3.95,0,0,Event,0.21
24OSGLGF,ACC019,PRD003,AGT001,Won,04-07-2017,06-07-2017,56,55,1,Outbound,0.07
49T60OCI,ACC062,PRD005,AGT019,Engaging,04-07-2017,,,3508.48,0.64,Outbound,
31NQQEEO,ACC053,PRD001,AGT019,Lost,04-07-2017,11-09-2017,0.33,0,0,Outbound,0.07
ADRU5BLP,ACC038,PRD006,AGT010,Lost,04-07-2017,12-07-2017,5.74,0,0,Outbound,0.03
AUPXRV8O,ACC059,PRD006,AGT010,Won,04-07-2017,05-09-2017,1300,1096,1,Outbound,0.17
CI00UV0Y,ACC060,PRD002,AGT010,Won,04-07-2017,05-07-2017,4544,4821,1,Partner,0.04
VH3C0A8F,ACC049,PRD001,AGT020,Lost,04-07-2017,05-07-2017,3.23,0,0,Outbound,0.17
1E5MFGR7,ACC056,PRD001,AGT020,Lost,04-07-2017,26-09-2017,6.91,0,0,Outbound,0.16
TS2JEK3E,ACC002,PRD001,AGT020,Won,04-07-2017,23-09-2017,531,550,1,Inbound,0.2
4R0TB2CL,ACC008,PRD002,AGT020,Won,04-07-2017,13-07-2017,4669,4821,1,Event,0.03
5OJ3QR1W,ACC038,PRD003,AGT008,Lost,04-07-2017,03-11-2017,2.27,0,0,Inbound,0.2
R162LSFR,ACC032,PRD002,AGT032,Lost,04-07-2017,06-07-2017,3.56,0,0,Inbound,0.25
X7J3O7TC,ACC014,PRD001,AGT031,Lost,04-07-2017,11-07-2017,5.11,0,0,Referral,0.19
Q7RV0YW6,ACC033,PRD006,AGT031,Lost,04-07-2017,10-07-2017,2.78,0,0,Outbound,0.17
S5E8MBO3,ACC054,PRD001,AGT027,Lost,04-07-2017,19-09-2017,5.87,0,0,Outbound,0.11
QE6A49LE,ACC036,PRD003,AGT005,Lost,04-07-2017,11-07-2017,5.16,0,0,Inbound,0.18
XGMMHWZC,ACC016,PRD001,AGT005,Won,04-07-2017,25-09-2017,475,550,1,Partner,0.16
7MK55ULJ,ACC059,PRD006,AGT005,Won,04-07-2017,05-07-2017,1102,1096,1,Referral,0.2
0VZIDVCC,ACC085,PRD003,AGT005,Won,04-07-2017,09-07-2017,55,55,1,Outbound,0.11
D1XYQH35,ACC073,PRD001,AGT009,Lost,04-07-2017,15-07-2017,7.1,0,0,Outbound,0.03
XAR2VX09,ACC062,PRD003,AGT003,Lost,04-07-2017,06-07-2017,0.62,0,0,Inbound,0.14
YTQH4YM9,ACC009,PRD003,AGT003,Won,04-07-2017,05-07-2017,63,55,1,Partner,0.07
KMLW6GXY,ACC042,PRD004,AGT024,Lost,04-07-2017,12-07-2017,9.68,0,0,Outbound,0.1
IG734VZK,ACC055,PRD005,AGT024,Won,04-07-2017,14-07-2017,5971,5482,1,Outbound,0
W3C2KLXD,ACC026,PRD005,AGT016,Won,04-07-2017,27-08-2017,5710,5482,1,Referral,0.1
